customer_id,acquisition_date,customer_segment,city,preferred_vehicle_type,tenure_days,total_subscriptions,avg_subscription_length_months,avg_monthly_price_eur,vehicle_swaps,support_tickets,late_payments,payment_method_changes,app_engagement_score,usage_intensity,price_sensitivity,customer_lifetime_value,churned,avg_monthly_spend,tenure_months,subscriptions_per_year,support_tickets_per_month,swaps_per_subscription,high_engagement,payment_issues,is_premium_segment,is_price_sensitive,customer_segment_encoded,city_encoded,preferred_vehicle_type_encoded,churn_probability,acquisition_month
FINN_000010,2022-01-03 04:34:13.850770154,Urban_Professional,Munich,Luxury_ICE,1292,1,1.7898393919170008,777.4063583516149,2,0,0,0,0.3567829779933342,0.7348097614875452,0.49727820791517163,1307.9465722821965,False,571.2457807592513,43.06666666666667,0.2786377708978328,0.0,2.0,False,False,False,False,3,4,2,0.014576225352581764,2022-01
FINN_000011,2022-01-03 09:49:39.235847169,Premium_User,Frankfurt,SUV_Electric,1292,1,20.225401152243514,1203.5664509059516,2,0,0,0,0.34068630505295405,0.4980268141729093,0.15790854955874098,23490.622783051447,False,599.4083651900863,43.06666666666667,0.2786377708978328,0.0,2.0,False,False,True,False,2,2,4,0.01416068835276343,2022-01
FINN_000012,2022-01-03 15:05:04.620924184,Eco_Conscious,Hamburg,Commercial_Van,1292,1,7.749918219162336,621.0113590297352,2,1,0,0,0.854487827795334,0.7937459719254466,0.42203340730172845,4572.147883368742,False,492.9252647497996,43.06666666666667,0.2786377708978328,0.023219814241486066,2.0,True,False,False,False,1,3,0,0.01045989900611007,2022-01
FINN_000013,2022-01-03 20:20:30.006001200,Urban_Professional,Frankfurt,Mid_Size_ICE,1292,1,6.440193010464705,644.6840194277418,2,0,0,0,0.9265231545820025,0.7203644483133986,0.6182253450009079,3944.2950400829927,False,464.4074479915296,43.06666666666667,0.2786377708978328,0.0,2.0,True,False,False,True,3,2,3,0.026221901506079857,2022-01
FINN_000014,2022-01-04 01:35:55.391078215,Urban_Professional,Munich,Mid_Size_ICE,1291,3,10.601972492164919,627.4556872583,3,0,0,1,0.31808545532607096,0.7219614941661039,0.6463365901679768,19158.531656731004,False,452.9988454960219,43.03333333333333,0.8365608055770721,0.0,1.0,False,False,False,True,3,4,3,0.027355700965553703,2022-01
FINN_000015,2022-01-04 06:51:20.776155231,Urban_Professional,Munich,Compact_Electric,1291,1,9.023840635872594,430.93970835988625,2,4,0,0,0.3513900820361986,0.7732973988198021,0.4754634737628414,3597.076408015849,False,333.2445555228642,43.03333333333333,0.278853601859024,0.09295120061967467,2.0,False,False,False,False,3,4,1,0.039343930282299204,2022-01
FINN_000016,2022-01-04 12:06:46.161232246,Urban_Professional,Munich,Compact_Electric,1291,2,9.090184301107527,711.8407215744135,2,3,0,0,0.5728028114824104,0.7923598899696445,0.669441067191167,12294.450369075097,False,564.0340358226146,43.03333333333333,0.557707203718048,0.069713400464756,1.0,False,False,False,True,3,4,1,0.016133487499336303,2022-01
FINN_000017,2022-01-04 17:22:11.546309261,Young_Family,Berlin,Compact_Electric,1291,2,13.720134598318731,945.8374073715786,4,5,1,0,0.7936740740465955,0.8125529194939307,0.645801034471468,24708.23948694853,False,768.5429467263465,43.03333333333333,0.557707203718048,0.11618900077459335,2.0,True,False,False,True,4,0,1,0.03564982282318303,2022-01
FINN_000018,2022-01-04 22:37:36.931386277,Young_Family,Hamburg,Compact_Electric,1290,3,18.896003038618808,781.4019503843143,2,2,1,0,0.6828815361769901,0.7655645384561689,0.6876490511350113,42524.27605107264,True,598.2136234947178,43.0,0.8372093023255813,0.046511627906976744,0.6666666666666666,False,False,False,True,4,3,1,0.48752856411501666,2022-01
FINN_000019,2022-01-05 03:53:02.316463292,Urban_Professional,Stuttgart,Compact_Electric,1290,4,10.651894501274494,684.672401624195,1,1,1,0,0.642713952183811,0.6064917974835491,0.3932589214472346,27713.621122133627,False,415.24819554843646,43.0,1.1162790697674418,0.023255813953488372,0.25,False,False,False,False,3,5,1,0.04225215155248271,2022-01
FINN_000020,2022-01-05 09:08:27.701540308,Corporate_User,Frankfurt,Compact_Electric,1290,1,29.808287993834668,1001.1708101412888,2,1,0,0,0.2612828930509681,0.9050351579868449,0.3504213864330903,28589.77395044439,False,906.0947823280388,43.0,0.27906976744186046,0.023255813953488372,2.0,False,False,True,False,0,2,1,0.007855598560207617,2022-01
FINN_000021,2022-01-05 14:23:53.086617323,Urban_Professional,Berlin,Compact_Electric,1290,1,3.9197743419070985,773.5943202228103,3,3,1,0,0.8121521623848238,0.6683059877788795,0.5488790585120532,2886.7640394166224,False,516.9977163166361,43.0,0.27906976744186046,0.06976744186046512,3.0,True,False,False,False,3,0,1,0.025878124731877717,2022-01
FINN_000022,2022-01-05 19:39:18.471694338,Urban_Professional,Cologne,Commercial_Van,1290,1,16.44916979956691,635.0121966477832,3,2,1,0,0.7249030434937616,0.6012075836561912,0.4606580708848167,10027.606509557145,False,381.77414833882386,43.0,0.27906976744186046,0.046511627906976744,3.0,True,False,False,False,3,1,0,0.020729025603522536,2022-01
FINN_000023,2022-01-06 00:54:43.856771354,Young_Family,Frankfurt,Compact_Electric,1289,2,20.891806962317354,775.4539736956925,1,2,1,0,0.936216958081231,0.7694309891390274,0.5755233392847592,31105.218675095664,False,596.658318012466,42.96666666666667,0.5585725368502715,0.04654771140418929,0.5,True,False,False,False,4,2,1,0.02790279765637088,2022-01
FINN_000024,2022-01-06 06:10:09.241848369,Young_Family,Cologne,SUV_Electric,1289,2,16.7449173931978,781.1672773089325,2,1,0,0,0.7983138032208668,0.7587325334239409,0.7796846432212343,25114.71653531004,False,592.6970273404885,42.96666666666667,0.5585725368502715,0.023273855702094646,1.0,True,False,False,True,4,1,4,0.028684298241390124,2022-01
FINN_000025,2022-01-06 11:25:34.626925385,Corporate_User,Hamburg,Compact_Electric,1289,2,4.053199612138524,748.2848111959815,3,3,0,0,0.8915815228942627,0.8711374779788749,0.19663377879074145,5891.1976251225005,False,651.858943235166,42.96666666666667,0.5585725368502715,0.06982156710628394,1.5,True,False,True,False,0,3,1,0.014243057137439157,2022-01
FINN_000026,2022-01-06 16:41:00.012002400,Urban_Professional,Berlin,Commercial_Van,1289,2,12.321278290500848,642.4101214920339,1,1,1,0,0.4871303927984245,0.7542814486327654,0.5388602817932588,15039.096378721837,False,484.55803705536215,42.96666666666667,0.5585725368502715,0.023273855702094646,0.5,False,False,False,False,3,0,0,0.020194463848802906,2022-01
FINN_000027,2022-01-06 21:56:25.397079415,Young_Family,Munich,Luxury_ICE,1288,1,29.533347361616716,827.0282053882103,0,4,1,0,0.8691567170076904,0.7508673983110407,0.7452429317914763,22959.416591529436,False,620.9885169096945,42.93333333333333,0.27950310559006214,0.09316770186335405,0.0,False,False,False,True,4,4,2,0.1126573640749738,2022-01
FINN_000028,2022-01-07 03:11:50.782156431,Young_Family,Frankfurt,SUV_Electric,1288,1,15.867514175228717,780.1259608041157,4,0,0,0,0.6912519877819188,0.8639505141693649,0.7860720612236892,11982.542629794485,False,673.9902249535855,42.93333333333333,0.27950310559006214,0.0,4.0,False,False,False,True,4,2,4,0.030697990385246825,2022-01
FINN_000029,2022-01-07 08:27:16.167233446,Urban_Professional,Munich,SUV_Electric,1288,2,6.617003583801721,672.9318916788022,4,0,1,0,0.8849952333532962,0.7222306958298431,0.456015311061722,8549.362058674762,False,486.01206837327396,42.93333333333333,0.5590062111801243,0.0,2.0,True,False,False,False,3,4,4,0.011520276928388848,2022-01
FINN_000030,2022-01-07 13:42:41.552310462,Corporate_User,Berlin,Compact_Electric,1288,2,16.89696651571058,729.3971573041232,2,0,1,1,0.4994604516902831,0.9556251322573044,0.36819351756493257,23909.72272662717,False,697.0302549168546,42.93333333333333,0.5590062111801243,0.0,1.0,False,False,True,False,0,0,1,0.013665247748767324,2022-01
FINN_000031,2022-01-07 18:58:06.937387477,Urban_Professional,Hamburg,Commercial_Van,1288,1,15.682038300262715,714.9093384387501,2,2,0,0,0.410809160519124,0.7582308254787684,0.505821236533512,10650.67384528136,False,542.0662978268937,42.93333333333333,0.27950310559006214,0.04658385093167702,2.0,False,False,False,False,3,3,0,0.015438015294932503,2022-01
FINN_000032,2022-01-08 00:13:32.322464492,Urban_Professional,Hamburg,Luxury_ICE,1287,2,11.637651914447545,629.5523670575499,1,0,0,0,0.8469723175083519,0.8232842817882493,0.5984373848776907,13920.37148849133,False,518.3005683610672,42.9,0.5594405594405595,0.0,0.5,True,False,False,False,3,3,2,0.04201959648791356,2022-01
FINN_000033,2022-01-08 05:28:57.707541508,Eco_Conscious,Frankfurt,Luxury_ICE,1287,1,19.482123609537062,604.78850594767,0,1,0,1,0.4574620065352639,0.5658246915670712,0.6394139748510461,11193.43620897476,False,342.20426984115016,42.9,0.27972027972027974,0.023310023310023312,0.0,False,False,False,True,1,2,2,0.09278100555180993,2022-01
FINN_000034,2022-01-08 10:44:23.092618523,Premium_User,Munich,SUV_Electric,1287,5,17.401148603380186,1105.1401668360852,1,1,0,0,0.4310808986653052,0.572673137709526,0.1926657803092546,92788.1674060266,False,632.8840869508499,42.9,1.3986013986013988,0.023310023310023312,0.2,False,False,True,False,2,4,4,0.015049191645835003,2022-01
FINN_000035,2022-01-08 15:59:48.477695539,Eco_Conscious,Berlin,Mid_Size_ICE,1287,1,19.05553452226569,722.6325172329301,3,2,0,0,0.47304739239191473,0.6981159320814032,0.4342884043427151,13219.342923882099,False,504.4812733203977,42.9,0.27972027972027974,0.046620046620046623,3.0,False,False,False,False,1,0,3,0.009326570957740608,2022-01
FINN_000036,2022-01-08 21:15:13.862772554,Urban_Professional,Frankfurt,Luxury_ICE,1286,1,19.587554991488325,705.1680232255969,3,2,1,0,0.7621115712053472,0.7690735028329647,0.5942790021225015,13260.016735843676,False,542.3260417079073,42.86666666666667,0.2799377916018662,0.04665629860031104,3.0,True,False,False,False,3,2,2,0.023494587028639494,2022-01
FINN_000037,2022-01-09 02:30:39.247849569,Urban_Professional,Cologne,Compact_Electric,1286,3,13.09787334254626,744.970038427787,0,1,1,0,0.6523081280793568,0.865133237462576,0.34339933802817535,27808.941140859075,False,644.498341157651,42.86666666666667,0.8398133748055987,0.02332814930015552,0.0,False,False,False,False,3,1,1,0.01902165910728611,2022-01
FINN_000038,2022-01-09 07:46:04.632926585,Corporate_User,Frankfurt,SUV_Electric,1286,2,28.577385048299707,763.4452821974318,2,0,0,0,0.22082363985370793,0.8498039924213542,0.3817592298477287,41801.88892274391,False,648.7788488066249,42.86666666666667,0.5598755832037324,0.0,1.0,False,False,True,False,0,2,4,0.0244738031471525,2022-01
FINN_000039,2022-01-09 13:01:30.018003600,Young_Family,Cologne,Compact_Electric,1286,3,12.483435835220794,528.1038380724916,0,0,0,0,0.6951378849877773,0.7328874958990006,0.6469682426392476,18986.545085505928,False,387.0406994595997,42.86666666666667,0.8398133748055987,0.0,0.0,False,False,False,True,4,1,1,0.02555928567062627,2022-01
FINN_000040,2022-01-09 18:16:55.403080616,Urban_Professional,Stuttgart,Commercial_Van,1286,2,15.747013054121703,591.6888522913557,3,0,0,1,0.807769328271174,0.7759929037336903,0.6659260596764911,17889.277595539712,False,459.1463505964237,42.86666666666667,0.5598755832037324,0.0,1.5,True,False,False,True,3,5,0,0.03628136737254232,2022-01
FINN_000041,2022-01-09 23:32:20.788157631,Young_Family,Hamburg,Compact_Electric,1285,4,18.37040805876178,623.2984105060125,0,0,0,0,0.5272608276528765,0.7855790985824598,0.6561116649322905,43968.94519055254,False,489.65020347319324,42.833333333333336,1.1206225680933852,0.0,0.0,False,False,False,True,4,3,1,0.015447309489194497,2022-01
FINN_000042,2022-01-10 04:47:46.173234646,Urban_Professional,Munich,Compact_Electric,1285,1,9.863855882724673,660.4368781869418,0,1,1,0,0.9058248760363066,0.7649052767559709,0.3312417216083651,6188.731476768955,False,505.17165308943214,42.833333333333336,0.2801556420233463,0.023346303501945526,0.0,False,False,False,False,3,4,1,0.00714268682911964,2022-01
FINN_000043,2022-01-10 10:03:11.558311662,Eco_Conscious,Frankfurt,SUV_Electric,1285,2,11.740502030624784,597.5987414361679,2,2,0,0,0.49050275427685763,0.7169103292552388,0.5179739394376113,13330.607550927274,False,428.4247104855194,42.833333333333336,0.5603112840466926,0.04669260700389105,1.0,False,False,False,False,1,2,4,0.01055639211174232,2022-01
FINN_000044,2022-01-10 15:18:36.943388677,Urban_Professional,Frankfurt,Luxury_ICE,1285,1,14.415668165933498,674.1043277862112,2,0,0,1,0.23033355525890667,0.7414747788282698,0.6116820458955534,9037.427797684688,False,499.8313573524605,42.833333333333336,0.2801556420233463,0.0,2.0,False,False,False,True,3,2,2,0.03663929361967498,2022-01
FINN_000045,2022-01-10 20:34:02.328465693,Corporate_User,Frankfurt,SUV_Electric,1285,2,21.252836202205643,732.3284624261254,3,0,0,0,0.34486456184635284,0.8032117645360228,0.13210320178132628,30381.03898711964,False,588.2148365252407,42.833333333333336,0.5603112840466926,0.0,1.5,False,False,True,False,0,2,4,0.02437719523220809,2022-01
FINN_000046,2022-01-11 01:49:27.713542708,Urban_Professional,Hamburg,Compact_Electric,1284,1,12.936245243577254,716.0723824458987,2,1,0,0,0.5135848903255682,0.7928225701204276,0.3132785944421879,8800.12355389915,False,567.7183466430151,42.8,0.28037383177570097,0.023364485981308414,2.0,False,False,False,False,3,3,1,0.010941609391477676,2022-01
FINN_000047,2022-01-11 07:04:53.098619723,Young_Family,Hamburg,Compact_Electric,1284,1,26.45427579847254,720.6610144726162,1,2,0,0,0.2977873542836209,0.7599462761024092,0.7433048330787968,17996.949580957928,False,547.6636542806491,42.8,0.28037383177570097,0.04672897196261683,1.0,False,False,False,True,4,3,1,0.02945663081224476,2022-01
FINN_000048,2022-01-11 12:20:18.483696739,Young_Family,Berlin,Luxury_ICE,1284,3,16.277220862620773,687.252087008781,0,1,1,0,0.35383337858486386,0.7160250015803531,0.682489284122569,32217.27554459231,False,492.0896766865634,42.8,0.8411214953271029,0.023364485981308414,0.0,False,False,False,True,4,0,2,0.02745364015679451,2022-01
FINN_000049,2022-01-11 17:35:43.868773754,Urban_Professional,Hamburg,Commercial_Van,1284,1,7.786906797519325,556.0132779978519,0,1,1,1,0.5618993416186405,0.7682229588046251,0.40321755761468614,4113.142395254851,False,427.14216555816836,42.8,0.28037383177570097,0.023364485981308414,0.0,False,False,False,False,3,3,0,0.006520047103697561,2022-01
FINN_000050,2022-01-11 22:51:09.253850770,Premium_User,Munich,Luxury_ICE,1283,1,25.586757666127035,1236.3355744311189,1,3,0,1,0.5553272578500003,0.680168031444959,0.16461774945891045,30526.635081186665,False,840.9159338661866,42.766666666666666,0.2805923616523773,0.0701480904130943,1.0,False,False,True,False,2,4,2,0.008400009936525418,2022-01
FINN_000051,2022-01-12 04:06:34.638927785,Corporate_User,Stuttgart,Mid_Size_ICE,1283,1,33.36153867256449,783.3798773672056,0,2,1,1,0.6509741436380942,0.8047991891600147,0.24837587536079375,25350.715331872012,False,630.4634901093988,42.766666666666666,0.2805923616523773,0.04676539360872954,0.0,False,False,True,False,0,5,3,0.012390558455539021,2022-01
FINN_000052,2022-01-12 09:22:00.024004800,Eco_Conscious,Munich,Commercial_Van,1283,2,13.578120704596696,607.4086400981196,0,0,0,0,0.37869715026189515,0.6604714352569385,0.5378039113982024,15670.18888130768,False,401.17605631307026,42.766666666666666,0.5611847233047546,0.0,0.0,False,False,False,False,1,4,0,0.016988807460290335,2022-01
FINN_000053,2022-01-12 14:37:25.409081816,Eco_Conscious,Munich,Mid_Size_ICE,1283,2,18.266841918979427,538.2280829030447,2,3,0,0,0.5181449081160274,0.706281530298138,0.5047794717542917,18680.281882816013,False,380.14055404219545,42.766666666666666,0.5611847233047546,0.0701480904130943,1.0,False,False,False,False,1,4,3,0.01646087918757329,2022-01
FINN_000054,2022-01-12 19:52:50.794158831,Young_Family,Berlin,Mid_Size_ICE,1283,1,13.652806385794506,621.1343588924789,3,0,1,0,0.3970125791846286,0.7587475146565473,0.5391871900607875,8208.859872994855,False,471.2841510774562,42.766666666666666,0.2805923616523773,0.0,3.0,False,False,False,False,4,0,3,0.013739374197057914,2022-01
FINN_000055,2022-01-13 01:08:16.179235847,Eco_Conscious,Frankfurt,Mid_Size_ICE,1282,1,18.027719912927914,641.8982212331083,0,0,1,0,0.9034573274120481,0.7669992447743397,0.6784396558046331,10993.36327774726,True,492.3354509077861,42.733333333333334,0.28081123244929795,0.0,0.0,False,False,False,True,1,2,3,0.5949615886481641,2022-01
FINN_000056,2022-01-13 06:23:41.564312862,Urban_Professional,Berlin,Mid_Size_ICE,1282,1,10.688831984291324,723.5337453252507,2,1,0,0,0.40177471461469766,0.6076642203364813,0.4625309892186901,7347.044106809301,False,439.6655692402027,42.733333333333334,0.28081123244929795,0.0234009360374415,2.0,False,False,False,False,3,0,3,0.012899775514869637,2022-01
FINN_000057,2022-01-13 11:39:06.949389877,Urban_Professional,Berlin,Luxury_ICE,1282,2,13.10111411640327,493.7676838399973,3,1,0,0,0.32094633546980345,0.803738321220262,0.496596520903809,12420.301004121475,False,396.8600092823765,42.733333333333334,0.5616224648985959,0.0234009360374415,1.5,False,False,False,False,3,0,2,0.06956742991386132,2022-01
FINN_000058,2022-01-13 16:54:32.334466893,Urban_Professional,Hamburg,Mid_Size_ICE,1282,2,14.021556046928547,489.33972646419943,3,2,1,0,0.9468932153842939,0.8002644817003012,0.44459537198609905,13173.704449164396,False,391.6012025742397,42.733333333333334,0.5616224648985959,0.046801872074883,1.5,True,False,False,False,3,3,3,0.02196328645051821,2022-01
FINN_000059,2022-01-13 22:09:57.719543908,Urban_Professional,Berlin,Mid_Size_ICE,1281,2,20.740107714577718,688.7466792763421,0,3,0,0,0.950230104367032,0.6994179263089548,0.6920001662397325,27140.89260087319,False,481.721774171638,42.7,0.5620608899297423,0.0702576112412178,0.0,False,False,False,True,3,0,3,0.022161348970267353,2022-01
FINN_000060,2022-01-14 03:25:23.104620924,Young_Family,Cologne,Compact_Electric,1281,1,8.886092498667512,727.5908679596363,1,1,4,0,0.9919371930199521,0.718341289003667,0.6566145248513776,6129.236886673602,False,522.658561957422,42.7,0.2810304449648712,0.023419203747072598,1.0,True,True,False,True,4,1,1,0.08917963480133399,2022-01
FINN_000061,2022-01-14 08:40:48.489697939,Urban_Professional,Cologne,Compact_Electric,1281,3,10.98117623651295,783.7422041572722,2,0,0,0,0.892332705430755,0.751600596293143,0.5810796131268927,24528.272113355735,False,589.0611079847081,42.7,0.8430913348946135,0.0,0.6666666666666666,True,False,False,False,3,1,1,0.02221092893442706,2022-01
FINN_000062,2022-01-14 13:56:13.874774955,Eco_Conscious,Hamburg,SUV_Electric,1281,4,13.76424171294104,529.4660913313453,3,3,1,0,0.6997915679251665,0.7686335941300124,0.4106408756025,27984.765157980488,False,406.96542474998137,42.7,1.1241217798594847,0.0702576112412178,0.75,False,False,False,False,1,3,4,0.012577651650939312,2022-01
FINN_000063,2022-01-14 19:11:39.259851970,Young_Family,Berlin,Compact_Electric,1281,1,17.604338350002262,729.7779711458402,4,0,0,0,0.4142013324316334,0.9065536565228689,0.5221966652605715,12436.146058047812,False,661.5828881921021,42.7,0.2810304449648712,0.0,4.0,False,False,False,False,4,0,1,0.011782791783402568,2022-01
FINN_000064,2022-01-15 00:27:04.644928985,Urban_Professional,Frankfurt,Compact_Electric,1280,7,9.013472643852309,659.8401666814868,3,2,1,0,0.9037663859232425,0.6743626716971852,0.39737825361149787,39966.87268021411,False,444.9715776964435,42.666666666666664,1.96875,0.046875,0.42857142857142855,True,False,False,False,3,2,1,0.01568795590634259,2022-01
FINN_000065,2022-01-15 05:42:30.030006001,Young_Family,Munich,SUV_Electric,1280,1,5.830361756527253,700.3955781835839,4,1,0,1,0.9985397903139721,0.9396034317722896,0.5139346451857285,3926.7509050926387,False,658.0940888594324,42.666666666666664,0.28125,0.0234375,4.0,True,False,False,False,4,4,4,0.013268983208052197,2022-01
FINN_000066,2022-01-15 10:57:55.415083016,Urban_Professional,Hamburg,SUV_Electric,1280,3,2.5453378399834925,662.8972107811898,2,2,1,0,0.3645634359812559,0.7584420171821261,0.6554910914206858,4758.178540030868,False,502.7690977292906,42.666666666666664,0.84375,0.046875,0.6666666666666666,False,False,False,True,3,3,4,0.011442511436756066,2022-01
FINN_000067,2022-01-15 16:13:20.800160032,Eco_Conscious,Berlin,Luxury_ICE,1280,4,14.741436047198645,523.0822549191595,1,1,0,0,0.5517138564198772,0.735588400016802,0.6091424051477197,29301.737711597943,False,384.7732389731655,42.666666666666664,1.125,0.0234375,0.25,False,False,False,True,1,0,2,0.03939463756288699,2022-01
FINN_000068,2022-01-15 21:28:46.185237047,Urban_Professional,Cologne,Mid_Size_ICE,1279,4,18.020954757625653,810.741934708135,4,0,0,0,0.7226719395350487,0.7164543003137037,0.4684918934741984,56103.71990586313,False,580.8595455662953,42.63333333333333,1.125879593432369,0.0,1.0,True,False,False,False,3,1,3,0.022209264137215474,2022-01
FINN_000069,2022-01-16 02:44:11.570314062,Premium_User,Munich,Luxury_ICE,1279,3,17.60557676454144,851.859878723933,4,1,0,0,0.9455379485484696,0.4422500282959037,0.2367529649555609,43732.66476557089,False,376.7350554698045,42.63333333333333,0.8444096950742769,0.023455824863174355,1.3333333333333333,True,False,True,False,2,4,2,0.013378713448235626,2022-01
FINN_000070,2022-01-16 07:59:36.955391078,Corporate_User,Hamburg,Commercial_Van,1279,1,29.75826361333834,712.4730398755792,1,2,0,0,0.4704887365889057,0.9950796955210452,0.39855463618748166,20565.901721873583,False,708.9674555863448,42.63333333333333,0.2814698983580923,0.04691164972634871,1.0,False,False,True,False,0,3,0,0.009670930258304228,2022-01
FINN_000071,2022-01-16 13:15:02.340468093,Urban_Professional,Frankfurt,Luxury_ICE,1279,3,13.41289227018742,560.4541686280598,0,1,1,1,0.956286507565226,0.8149987254401091,0.6922368495219149,21424.337450629017,True,456.7694330994648,42.63333333333333,0.8444096950742769,0.023455824863174355,0.0,False,False,False,True,3,2,2,0.03274999236730166,2022-01
FINN_000072,2022-01-16 18:30:27.725545109,Urban_Professional,Hamburg,SUV_Electric,1279,1,15.901342939555038,552.3574460268402,1,3,0,0,0.6834891799689637,0.8143488458353049,0.5220341001891279,8344.06391576507,False,449.81164866049403,42.63333333333333,0.2814698983580923,0.07036747458952307,1.0,False,False,False,False,3,3,4,0.038697653723439834,2022-01
FINN_000073,2022-01-16 23:45:53.110622124,Eco_Conscious,Munich,Mid_Size_ICE,1278,1,20.476157779641877,696.7270169178207,1,1,0,0,0.9969936788936165,0.513776016827379,0.5016233482731016,13552.977711361085,False,357.9616315680598,42.6,0.2816901408450704,0.023474178403755867,1.0,True,False,False,False,1,4,3,0.026559447083739956,2022-01
FINN_000074,2022-01-17 05:01:18.495699139,Corporate_User,Cologne,Commercial_Van,1278,2,27.13950163260982,651.6133279821519,0,3,0,0,0.8318783267882781,0.9564388072092905,0.3867435229523124,34307.85429848774,False,623.2282741769255,42.6,0.5633802816901408,0.07042253521126761,0.0,False,False,True,False,0,1,0,0.015475826219206434,2022-01
FINN_000075,2022-01-17 10:16:43.880776155,Corporate_User,Hamburg,Compact_Electric,1278,1,31.27992278075619,631.4662099000084,1,3,1,0,0.21383518061366608,0.9583065237333784,0.34243310398430304,18922.62128438722,False,605.1381884643689,42.6,0.2816901408450704,0.07042253521126761,1.0,False,False,True,False,0,3,1,0.05722511732743222,2022-01
FINN_000076,2022-01-17 15:32:09.265853170,Corporate_User,Frankfurt,Compact_Electric,1278,2,22.545119473678703,833.7900086103001,1,1,0,0,0.6728496624391914,0.9005298669244565,0.296841113224606,36467.91699855289,False,750.852805496775,42.6,0.5633802816901408,0.023474178403755867,0.5,False,False,True,False,0,2,1,0.012933390886112048,2022-01
